PeakID (cmd=annotatePeaks.pl /media/serlia/Storage 2/results-chipseq/rora-enrichment-found-regions-lazar-may-03-2020.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
0.8056534739262831	chr12	112803801	112806800	+	0	NA	Intergenic	Intergenic	-3675	NM_145450	217887	Mm.186678	NM_145450	ENSMUSG00000037594	Clba1	AW050009|C130001I08Rik|Flj20080	clathrin binding box of aftiphilin containing 1	protein-coding
2.4791722167283297	chr16	5233201	5234000	+	0	NA	promoter-TSS (NM_145362)	promoter-TSS (NM_145362)	-21	NM_145362	208211	Mm.34581	NM_145362	ENSMUSG00000039427	Alg1	HMAT1|HMT1	asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)	protein-coding
4.124511928856373	chr3	40799801	40800800	+	0	NA	intron (NM_173169, intron 1 of 15)	CpG	349	NM_011495	20873	Mm.3794	NM_011495	ENSMUSG00000025758	Plk4	1700028H20|AI385771|Sak|Stk18	polo like kinase 4	protein-coding
2.3384694874286653	chr18	3383001	3384000	+	0	NA	intron (NM_029402, intron 1 of 20)	intron (NM_029402, intron 1 of 20)	275	NM_029402	71745	Mm.291707	NM_029402	ENSMUSG00000024231	Cul2	1300003D18Rik|4932411N15Rik|AI327301|mKIAA4106	cullin 2	protein-coding
2.8555909916758537	chr18	54860401	54861000	+	0	NA	Intergenic	Intergenic	129480	NM_175751	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
1.6043229643255472	chr11	45836001	45836800	+	0	NA	intron (NR_045876, intron 2 of 3)	(TATG)n|Simple_repeat|Simple_repeat	-15569	NM_001363484	216705	Mm.169673	NM_001045520	ENSMUSG00000006169	Clint1	AI642036|AW537616|C530049I24Rik|Enth|Epn4|F630206G17Rik	clathrin interactor 1	protein-coding
3.7278443034738302	chr2	172369801	172371400	+	0	NA	promoter-TSS (NM_024199)	promoter-TSS (NM_024199)	-30	NM_011497	20878	Mm.249363	NM_011497	ENSMUSG00000027496	Aurka	AIRK1|ARK-1|AU019385|AW539821|Ark1|Aurora-A|Ayk1|IAK|IAK1|Stk6	aurora kinase A	protein-coding
0.0-8	chr8	13339201	13339600	+	0	NA	intron (NM_009361, intron 1 of 11)	intron (NM_009361, intron 1 of 11)	596	NM_009361	21781	Mm.925	NM_009361	ENSMUSG00000038482	Tfdp1	Dp1|Drtf1	transcription factor Dp 1	protein-coding
1.5056752574940522	chr17	56200201	56200800	+	0	NA	intron (NM_001360284, intron 10 of 20)	intron (NM_001360284, intron 10 of 20)	-16580	NM_080837	28106	Mm.294870	NM_080837	ENSMUSG00000019579	Mydgf	D17Wsu104e|Il25|Ly6elg	myeloid derived growth factor	protein-coding
3.764188226312399	chr13	109837201	109838000	+	0	NA	intron (NM_011056, intron 7 of 16)	intron (NM_011056, intron 7 of 16)	-66209	NR_035442	100316683		NR_035442	ENSMUSG00000084651	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
0.0-26	chr7	125392401	125392800	+	0	NA	Intergenic	Intergenic	23739	NM_001145759	75861	Mm.349600	NM_001145759		4930571K23Rik	AI428146	RIKEN cDNA 4930571K23 gene	protein-coding
0.0-24	chr3	152476001	152476200	+	0	NA	intron (NM_001081277, intron 12 of 13)	intron (NM_001081277, intron 12 of 13)	79416	NM_001287139	108946	Mm.379292	NM_198416	ENSMUSG00000039068	Zzz3	3110065C23Rik|6430567E01Rik|AA408566|AI481057|AW556059|R75514	zinc finger, ZZ domain containing 3	protein-coding
0.1349915713071823	chr2	131696401	131696600	+	0	NA	Intergenic	Intergenic	-134003	NM_013460	11550	Mm.389380	NM_013460	ENSMUSG00000027335	Adra1d	Adra-1|Adra1|Adra1a|Gpcr8|Spr8|[a]1d|alpha1D-AR	adrenergic receptor, alpha 1d	protein-coding
0.0-11	chr2	164956801	164957200	+	0	NA	Intergenic	RLTR26_Mus|LTR|ERVK	-3846	NM_001355481	57138	Mm.252987	NM_020333	ENSMUSG00000017740	Slc12a5	KCC2|mKIAA1176	solute carrier family 12, member 5	protein-coding
4.502150213674151	chr12	71014801	71017400	+	0	NA	promoter-TSS (NR_045056)	promoter-TSS (NR_045056)	133	NM_001081195	238247	Mm.241601	NM_001081195	ENSMUSG00000048118	Arid4a	A630009N03|A630067N03Rik|Rbbp1	AT rich interactive domain 4A (RBP1-like)	protein-coding
4.209053489010157	chr12	69371201	69374400	+	0	NA	exon (NM_007481, exon 2 of 2)	exon (NM_007481, exon 2 of 2)	650	NM_007481	11845	Mm.27308	NM_007481	ENSMUSG00000044147	Arf6	AI788669|AW496366	ADP-ribosylation factor 6	protein-coding
2.1754411347210407	chr10	130322801	130323200	+	0	NA	intron (NM_183264, intron 1 of 8)	intron (NM_183264, intron 1 of 8)	148	NM_183264	67596	Mm.131264	NM_183264	ENSMUSG00000034833	Tespa1	5830405N20Rik|A430001F24Rik|AI450549|Itprid3	thymocyte expressed, positive selection associated 1	protein-coding
8.66022886601942	chr7	30231201	30232600	+	0	NA	promoter-TSS (NM_027259)	promoter-TSS (NM_027259)	-174	NM_027259	69920	Mm.440028	NM_027259	ENSMUSG00000019738	Polr2i	2810002B19Rik	polymerase (RNA) II (DNA directed) polypeptide I	protein-coding
3.138925009540149	chr7	80802201	80803600	+	0	NA	intron (NM_016721, intron 1 of 37)	intron (NM_016721, intron 1 of 37)	431	NM_016721	29875	Mm.207619	NM_016721	ENSMUSG00000030536	Iqgap1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	IQ motif containing GTPase activating protein 1	protein-coding
3.7839177370071413	chr12	54655801	54656800	+	0	NA	intron (NM_134054, intron 1 of 1)	CpG	272	NM_134054	104725	Mm.485026	NM_134054	ENSMUSG00000044408	Sptssa	1110002B05Rik|AA407909|AA409588|AU041967|Ssspta	serine palmitoyltransferase, small subunit A	protein-coding
5.189387730322778	chr7	30588001	30589600	+	0	NA	promoter-TSS (NR_106134)	promoter-TSS (NR_106134)	-74	NM_001290573	75410	Mm.168688	NM_029274	ENSMUSG00000006307	Kmt2b	2610014H22Rik|Mll2|Wbp7|mKIAA0304	lysine (K)-specific methyltransferase 2B	protein-coding
2.1120989993214607	chr4	45342001	45343000	+	0	NA	exon (NM_153167, exon 1 of 7)	exon (NM_153167, exon 1 of 7)	399	NM_153167	242418	Mm.317668	NM_153167	ENSMUSG00000035572	Dcaf10	AA959934|Wdr32	DDB1 and CUL4 associated factor 10	protein-coding
2.6608916372060776	chr6	35539001	35539800	+	0	NA	intron (NM_008098, intron 1 of 3)	CpG	488	NM_008098	14489	Mm.182746	NM_008098	ENSMUSG00000029840	Mtpn	5033418D15Rik|Gcdp|V1	myotrophin	protein-coding
5.516482707113028	chr5	129778601	129779400	+	0	NA	intron (NM_133900, intron 3 of 7)	intron (NM_133900, intron 3 of 7)	8253	NM_133900	100678	Mm.271784	NM_133900	ENSMUSG00000029446	Psph	AI480570|PSP|PSPase	phosphoserine phosphatase	protein-coding
5.430814964075883	chr11	57962401	57963000	+	0	NA	Intergenic	Intergenic	-46364	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding
3.3929613260552287	chr9	55511601	55512400	+	0	NA	intron (NM_145615, intron 1 of 11)	CpG	243	NM_145615	110842	Mm.290853	NM_145615	ENSMUSG00000032314	Etfa	2010200I21Rik|D9Ertd394e	electron transferring flavoprotein, alpha polypeptide	protein-coding
2.3301622748374937	chr4	130264201	130265200	+	0	NA	intron (NM_001356465, intron 2 of 9)	intron (NM_001356465, intron 2 of 9)	6734	NM_001356465	230779	Mm.45132	NM_172702	ENSMUSG00000023232	Serinc2	2310004K20Rik|AW121759|FKSG84|TDE2|Tde2l	serine incorporator 2	protein-coding
1.9480322733521462	chr3	58576601	58577600	+	0	NA	intron (NM_001040396, intron 1 of 5)	CpG	464	NM_001040396	69227	Mm.270950	NM_001040396	ENSMUSG00000075700	Selenot	2810407C02Rik|5730408P04Rik|Selt	selenoprotein T	protein-coding
11.354126754615988	chr7	30562401	30563800	+	0	NA	promoter-TSS (NM_170760)	promoter-TSS (NM_170760)	104	NM_025498	66340	Mm.86557	NM_025498	ENSMUSG00000036835	Psenen	1700023M09Rik|Pen-2	presenilin enhancer gamma secretase subunit	protein-coding
5.3937294483184814	chr4	106839001	106840400	+	0	NA	Intergenic	CpG	-34693	NM_001347159	329910	Mm.222956	NM_025590	ENSMUSG00000034853	Acot11	1110020M10Rik|2010309H15Rik|AW060409|BFIT|BFIT1|Thea|Them1|mKIAA0707	acyl-CoA thioesterase 11	protein-coding
0.47766248881816864	chr4	11767001	11767600	+	0	NA	intron (NM_019753, intron 1 of 17)	intron (NM_019753, intron 1 of 17)	9143	NM_019753	12557	Mm.33402	NM_019753	ENSMUSG00000028217	Cdh17	HPT-1|HPT-1/LI	cadherin 17	protein-coding
5.801176505784194	chr16	20498601	20499200	+	0	NA	promoter-TSS (NM_172265)	promoter-TSS (NM_172265)	83	NM_172265	224045	Mm.233855	NM_172265	ENSMUSG00000003235	Eif2b5	C81315	eukaryotic translation initiation factor 2B, subunit 5 epsilon	protein-coding
4.140606987755746	chr5	45669001	45670600	+	0	NA	promoter-TSS (NR_073433)	promoter-TSS (NR_073433)	-92	NR_073433	69788	Mm.381492	NR_073433	ENSMUSG00000104986	1600023N17Rik	AV119442	RIKEN cDNA 1600023N17 gene	ncRNA
0.7528376244008541	chrX	42362801	42363200	+	0	NA	Intergenic	MER5A|DNA|hAT-Charlie	-139565	NR_132588	20400	Mm.441197	NM_011364	ENSMUSG00000005696	Sh2d1a	Gm686|SAP	SH2 domain containing 1A	protein-coding
0.5399663001298904	chr2	70702001	70702600	+	0	NA	Intergenic	Intergenic	40791	NR_027343	70231	Mm.271950	NM_027352	ENSMUSG00000014959	Gorasp2	0610011A07Rik|2410043M02Rik|5730520M13Rik|9430094F20Rik|AW552058|GOLPH2|GRASP55|GRS2|p59	golgi reassembly stacking protein 2	protein-coding
6.260234407149255	chr17	80206201	80207800	+	0	NA	intron (NM_001360435, intron 1 of 6)	CpG	305	NM_001195486	225027	Mm.292016	NM_146083	ENSMUSG00000024097	Srsf7	35kDa|9430065L19Rik|9G8|NX-96|Sfrs7	serine/arginine-rich splicing factor 7	protein-coding
1.7574864560738206	chr8	116994001	116994800	+	0	NA	promoter-TSS (NM_026572)	promoter-TSS (NM_026572)	-902	NR_157137	68133	Mm.258462	NM_026572	ENSMUSG00000034424	Gcsh	1100001L02Rik|5730591C18Rik	glycine cleavage system protein H (aminomethyl carrier)	protein-coding
2.0906387753784657	chr7	100607201	100608400	+	0	NA	promoter-TSS (NR_153424)	promoter-TSS (NR_153424)	-178	NR_153424	52443	Mm.473730	NM_198831	ENSMUSG00000030706	Mrpl48	1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48	mitochondrial ribosomal protein L48	protein-coding
6.14038603939116	chr8	79710801	79712000	+	0	NA	promoter-TSS (NM_001357235)	promoter-TSS (NM_001357235)	340	NR_152614	24015	Mm.5831	NM_015751	ENSMUSG00000058355	Abce1	C79080|Oabp|RLI|RNS41|RNS4I|Rnaseli	ATP-binding cassette, sub-family E (OABP), member 1	protein-coding
4.748934395611286	chr8	71908601	71909200	+	0	NA	intron (NM_001166645, intron 1 of 2)	intron (NM_001166645, intron 1 of 2)	294	NM_001166645	382019	Mm.251482	NM_001166645	ENSMUSG00000089857	Zfp882	Gm15468	zinc finger protein 882	protein-coding
2.047125005828483-2	chr15	93274601	93276000	+	0	NA	promoter-TSS (NM_001033275)	promoter-TSS (NM_001033275)	-121	NM_001033275	223827	Mm.22819	NM_001033275	ENSMUSG00000036197	Gxylt1	Glt8d3|Gm1228|Gm87	glucoside xylosyltransferase 1	protein-coding
0.5399663180112839	chr9	64340401	64341400	+	0	NA	promoter-TSS (NM_001177784)	promoter-TSS (NM_001177784)	-127	NM_001177784	213550	Mm.268341	NM_172519	ENSMUSG00000032396	Dis3l	AV340375	DIS3 like exosome 3'-5' exoribonuclease	protein-coding
9.574018076062202	chr3	41408601	41409000	+	0	NA	Intergenic	Intergenic	84399	NR_040385	78706	Mm.366094	NR_040385	ENSMUSG00000097639	Platr4	C430002E04Rik	pluripotency associated transcript 4	ncRNA
1.038396729528904	chr1	182124601	182125600	+	0	NA	intron (NM_012058, intron 1 of 2)	CpG	363	NM_012058	27058	Mm.273196	NM_012058	ENSMUSG00000026511	Srp9	9kDa	signal recognition particle 9	protein-coding
6.26153239607811	chr9	21927801	21928200	+	0	NA	promoter-TSS (NM_001253870)	promoter-TSS (NM_001253870)	-465	NM_001253870	235043	Mm.253329	NM_178577	ENSMUSG00000040883	Tmem205	-	transmembrane protein 205	protein-coding
0.0-40	chr15	88538201	88538400	+	0	NA	Intergenic	MER54A|LTR|ERVL	-62002	NM_027306	70073	Mm.45306	NM_027306	ENSMUSG00000054117	Zdhhc25	1700030J15Rik	zinc finger, DHHC domain containing 25	protein-coding
18.90401268005371	chr11	83271201	83271600	+	0	NA	Intergenic	Intergenic	15326	NM_001166028	237890	Mm.297670	NM_001166028	ENSMUSG00000082101	Slfn14	Gm20|Slfn14-ps	schlafen 14	protein-coding
7.029945926119884	chr10	80142201	80142800	+	0	NA	exon (NM_025313, exon 1 of 4)	exon (NM_025313, exon 1 of 4)	185	NM_025313	66043	Mm.278560	NM_025313	ENSMUSG00000003072	Atp5d	0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|Atp5f1d|C85518	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	protein-coding
5.470620187620322	chr5	124540401	124541600	+	0	NA	exon (NM_019770, exon 1 of 4)	exon (NM_019770, exon 1 of 4)	209	NM_019770	56334	Mm.325307	NM_019770	ENSMUSG00000029390	Tmed2	1110032D12Rik|1810020N21Rik|Rnp24|Sid394|p24beta1	transmembrane p24 trafficking protein 2	protein-coding
1.4364384210386834	chr17	36065401	36067800	+	0	NA	Intergenic	Intergenic	-8229	NM_001199967	100529082	Mm.484641	NM_001199967	ENSMUSG00000079492	Gm11127	H2-K1	predicted gene 11127	protein-coding
45.1027626786381	chr7	26779801	26780200	+	0	NA	Intergenic	SYNREP_MM|Satellite|Satellite	22858	NM_007814	13090	Mm.14098	NM_007814	ENSMUSG00000066704	Cyp2b19	CYPIIB19	cytochrome P450, family 2, subfamily b, polypeptide 19	protein-coding
0.8099494390189648-2	chr2	44136601	44136800	+	0	NA	intron (NM_001364029, intron 8 of 12)	intron (NM_001364029, intron 8 of 12)	-71376	NR_040622	320872	Mm.445023	NR_040622	ENSMUSG00000085089	Arhgap15os	A430092G05Rik	Rho GTPase activating protein 15, opposite strand	ncRNA
3.098575885593891	chr10	88146601	88147600	+	0	NA	promoter-TSS (NM_028334)	promoter-TSS (NM_028334)	29	NM_028334	69736	Mm.222184	NM_027191	ENSMUSG00000035351	Nup37	2410003L22Rik|2810039M17Rik	nucleoporin 37	protein-coding
0.7528376281261444-5	chr11	78792201	78792600	+	0	NA	Intergenic	Intergenic	-34195	NM_001076681	66274	Mm.258932	NM_001076681	ENSMUSG00000072640	Lyrm9	1810012P15Rik	LYR motif containing 9	protein-coding
3.3747893571853638	chr2	114201201	114201400	+	0	NA	intron (NM_175466, intron 1 of 1)	CpG	132	NM_175466	228491	Mm.132523	NM_175466	ENSMUSG00000040321	Zfp770	6430601A21Rik|Znf770	zinc finger protein 770	protein-coding
2.946969925612211	chr6	89200401	89201400	+	0	NA	Intergenic	Intergenic	15279	NR_033190	330379	Mm.297741	NM_201356		Gm839	-	predicted gene 839	ncRNA
2.2720120757818223	chr14	79140601	79141600	+	0	NA	intron (NM_027906, intron 37 of 44)	intron (NM_027906, intron 37 of 44)	58090	NR_152203	100043765	Mm.435553	NR_152203	ENSMUSG00000115111	Gm4632	-	predicted gene 4632	ncRNA
1.2834583431482316	chr1	135283201	135284200	+	0	NA	exon (NM_001159624, exon 1 of 10)	exon (NM_001159624, exon 1 of 10)	384	NM_001159624	215615	Mm.291048	NM_145417	ENSMUSG00000041926	Rnpep	-	arginyl aminopeptidase (aminopeptidase B)	protein-coding
3.4462530734471786	chr9	82974201	82976400	+	0	NA	5' UTR (NM_001081216, exon 1 of 40)	5' UTR (NM_001081216, exon 1 of 40)	189	NM_001081216	83946	Mm.221688	NM_031879	ENSMUSG00000032253	Phip	2810004D21Rik|4632404O06Rik|Ndrp|Wdr11	pleckstrin homology domain interacting protein	protein-coding
1.4303914997726679	chr4	141147601	141148400	+	0	NA	promoter-TSS (NM_172518)	promoter-TSS (NM_172518)	78	NM_172518	213499	Mm.28865	NM_172518	ENSMUSG00000028920	Fbxo42	6720460I06Rik|mKIAA1332	F-box protein 42	protein-coding
24.070037007331848	chr18	12635401	12635600	+	0	NA	Intergenic	Lx8|LINE|L1	-8033	NM_028341	72747	Mm.52526	NM_028341	ENSMUSG00000024424	Ttc39c	1700008N02Rik|2810439F02Rik	tetratricopeptide repeat domain 39C	protein-coding
2.0062902014039756	chr10	53630601	53632400	+	0	NA	Intergenic	PB1D7|SINE|Alu	-1543	NM_027830	71567	Mm.278221	NM_027830	ENSMUSG00000058298	Mcm9	9030408O17Rik|Gm235|Mcmdc1	minichromosome maintenance 9 homologous recombination repair factor	protein-coding
1.8794981138780713	chr5	24030401	24031200	+	0	NA	promoter-TSS (NM_001310471)	promoter-TSS (NM_001310471)	-110	NM_053090	84652	Mm.304976	NM_053090	ENSMUSG00000028995	Fam126a	AB030242|Drctnnb1a	family with sequence similarity 126, member A	protein-coding
12.378045178156313	chr4	147430401	147433600	+	0	NA	Intergenic	Intergenic	-11114	NM_001371348								
2.5129201114177704	chr5	30959601	30960400	+	0	NA	exon (NM_001294302, exon 1 of 8)	exon (NM_001294302, exon 1 of 8)	327	NM_001294302	50907	Mm.272414	NM_016703	ENSMUSG00000045302	Preb	C85705	prolactin regulatory element binding	protein-coding
4.139741752296686	chr7	35055601	35056800	+	0	NA	intron (NM_009884, intron 1 of 1)	CpG	366	NM_009884	12611	Mm.273090	NM_009884	ENSMUSG00000056216	Cebpg	C/EBP[g]|C/EBPgamma|GPE1-BP|Gpe1bp|Ig/EBP	CCAAT/enhancer binding protein (C/EBP), gamma	protein-coding
1.7069679844167278	chr6	17065001	17067200	+	0	NA	intron (NM_207176, intron 1 of 6)	intron (NM_207176, intron 1 of 6)	951	NM_207176	21753	Mm.436548	NM_011570	ENSMUSG00000029552	Tes	D6Ertd352e|TESS|Tes1|Tes2|testin2	testis derived transcript	protein-coding
2.8689418951315537	chr2	83724001	83725400	+	0	NA	5' UTR (NM_008402, exon 1 of 30)	5' UTR (NM_008402, exon 1 of 30)	303	NM_008402	16410	Mm.227	NM_008402	ENSMUSG00000027087	Itgav	1110004F14Rik|2610028E01Rik|CD51|D430040G12Rik	integrin alpha V	protein-coding
6.056449018418789	chr2	130284001	130284800	+	0	NA	promoter-TSS (NM_130884)	promoter-TSS (NM_130884)	51	NM_130884	170718	Mm.29590	NM_130884	ENSMUSG00000027406	Idh3b	C78231	isocitrate dehydrogenase 3 (NAD+) beta	protein-coding
2.741367377806455	chr2	39007801	39009400	+	0	NA	intron (NM_028809, intron 1 of 3)	intron (NM_028809, intron 1 of 3)	461	NM_028809	74192	Mm.38155	NM_028809	ENSMUSG00000026755	Arpc5l	2010015J01Rik|AI852867|ARC16-2|AW555592|AW742746	actin related protein 2/3 complex, subunit 5-like	protein-coding
2.436771052579085	chr13	110394401	110395600	+	0	NA	promoter-TSS (NM_152804)	promoter-TSS (NM_152804)	-44	NM_152804	20620	Mm.380	NM_152804	ENSMUSG00000021701	Plk2	Snk	polo like kinase 2	protein-coding
21.096760630607605	chr4	120815401	120816000	+	0	NA	promoter-TSS (NM_001357192)	promoter-TSS (NM_001357192)	13	NM_001357192	18046	Mm.318389	NM_008692	ENSMUSG00000032897	Nfyc	-	nuclear transcription factor-Y gamma	protein-coding
7.277749642361449	chr1	150392601	150394400	+	0	NA	promoter-TSS (NM_001077237)	promoter-TSS (NM_001077237)	-420	NM_001357579	226499	Mm.222093	NM_145511	ENSMUSG00000006010	Odr4	1810053E15Rik|odr-4	odr4 GPCR localization factor homolog	protein-coding
3.740764385301068	chr18	4351201	4353800	+	0	NA	intron (NR_157375, intron 1 of 6)	intron (NR_157375, intron 1 of 6)	453	NR_157375	26410	Mm.3275	NM_007746	ENSMUSG00000024235	Map3k8	Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT	mitogen-activated protein kinase kinase kinase 8	protein-coding
2.1832291427999735	chr16	36622001	36622800	+	0	NA	intron (NM_019388, intron 2 of 7)	intron (NM_019388, intron 2 of 7)	43677	NM_019388	12524	Mm.1452	NM_019388	ENSMUSG00000022901	Cd86	B7|B7-2|B7.2|B70|CLS1|Cd28l2|ETC-1|Ly-58|Ly58|MB7|MB7-2|TS/A-2	CD86 antigen	protein-coding
0.7039118467808336	chr9	106464401	106466600	+	0	NA	exon (NM_001159652, exon 1 of 1)	exon (NM_001159652, exon 1 of 1)	440	NM_001159652	436090	Mm.482905	NM_001159652	ENSMUSG00000091735	Gpr62	4933402E03Rik	G protein-coupled receptor 62	protein-coding
5.16565324953537	chr14	26637801	26639600	+	0	NA	intron (NM_007479, intron 1 of 5)	intron (NM_007479, intron 1 of 5)	566	NM_007479	11843	Mm.297768	NM_007479	ENSMUSG00000021877	Arf4	AA407803	ADP-ribosylation factor 4	protein-coding
0.5416969582438469	chr4	124894001	124895200	+	0	NA	non-coding (NR_040651, exon 1 of 3)	non-coding (NR_040651, exon 1 of 3)	182	NR_040651	73628	Mm.398337	NR_040651	ENSMUSG00000085263	1700125G02Rik	-	RIKEN cDNA 1700125G02 gene	ncRNA
2.8867429550737143	chr3	97763001	97763800	+	0	NA	intron (NM_001039376, intron 8 of 46)	intron (NM_001039376, intron 8 of 46)	4614	NR_110360	83679	Mm.129840	NM_031401	ENSMUSG00000038170	Pde4dip	4732458A06Rik|9430063L05Rik|C87016|D130016K21Rik|D3Bwg1078e|Usmg4|mKIAA0454	phosphodiesterase 4D interacting protein (myomegalin)	protein-coding
15.939390301704407	chr17	23548801	23549000	+	0	NA	Intergenic	Intergenic	-1899	NR_126484	320020	Mm.445111	NR_126484	ENSMUSG00000117322	6330415G19Rik	-	RIKEN cDNA 6330415G19 gene	ncRNA
6.123079483707746	chr11	5541201	5542400	+	0	NA	intron (NM_134033, intron 1 of 4)	CpG	417	NM_134033	104479	Mm.210403	NM_134033	ENSMUSG00000020482	Ccdc117	1110004K02Rik|1700026O03Rik|AU018638|AU042822|AV173073|BC018601	coiled-coil domain containing 117	protein-coding
0.512031653300764	chr3	103638601	103640600	+	0	NA	intron (NM_001276680, intron 4 of 4)	intron (NM_001276680, intron 4 of 4)	63474	NM_001276680	54524	Mm.88818	NM_018800	ENSMUSG00000027849	Syt6	3110037A08Rik|AW048930|sytVI	synaptotagmin VI	protein-coding
5.155639864504337	chr6	54992401	54993200	+	0	NA	promoter-TSS (NM_026637)	promoter-TSS (NM_026637)	67	NM_026637	110175	Mm.294708	NM_026637	ENSMUSG00000002797	Ggct	A030007L17Rik|AA673177|Gctg|Ggc	gamma-glutamyl cyclotransferase	protein-coding
2.201854085259867	chr9	61372201	61374800	+	0	NA	intron (NM_009389, intron 1 of 19)	CpG	1134	NM_001083928	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3	protein-coding
2.232553018629551	chr9	71772401	71773400	+	0	NA	Intergenic	Intergenic	-1298	NM_026599	68178	Mm.99961	NM_026599	ENSMUSG00000032232	Cgnl1	4933421H10Rik|9930020M10Rik|AI503810|Jacop	cingulin-like 1	protein-coding
0.0-2	chr9	61001401	61001800	+	0	NA	Intergenic	MTE-int|LTR|ERVL-MaLR	-15469	NR_040767	330956	Mm.207985	NR_040767	ENSMUSG00000111290	Gm5122	A430102L10	predicted gene 5122	ncRNA
2.512920094653964	chr16	16870601	16871400	+	0	NA	5' UTR (NM_011624, exon 1 of 18)	5' UTR (NM_011624, exon 1 of 18)	264	NM_011624	21976	Mm.326089	NM_011624	ENSMUSG00000022779	Top3b	-	topoisomerase (DNA) III beta	protein-coding
1.9480322733521462-2	chr3	58576601	58577600	+	0	NA	intron (NM_001040396, intron 1 of 5)	CpG	464	NM_001040396	69227	Mm.270950	NM_001040396	ENSMUSG00000075700	Selenot	2810407C02Rik|5730408P04Rik|Selt	selenoprotein T	protein-coding
0.6749578937888145	chr13	104288801	104289000	+	0	NA	intron (NM_001081020, intron 1 of 24)	intron (NM_001081020, intron 1 of 24)	1065	NR_136938	108154	Mm.208125	NM_175496	ENSMUSG00000046169	Adamts6	A930019D11Rik|ADAM-TS6|b2b1879.1Clo|b2b2029Clo|b2b2182Clo|b2b2187.1Clo|b2b2228Clo	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	protein-coding
3.156726062297821	chr10	107941601	107941800	+	0	NA	Intergenic	Intergenic	-4945	NR_131147	628877	Mm.363120	NR_131147	ENSMUSG00000112910	Gm29685	-	predicted gene, 29685	ncRNA
1.1526203602552414	chr15	58670201	58670400	+	0	NA	Intergenic	Intergenic	153127	NM_175212	74868	Mm.293754	NM_175212	ENSMUSG00000062373	Tmem65	2610029O13Rik|4930438D12Rik	transmembrane protein 65	protein-coding
0.5127083826810122	chr16	90283401	90285000	+	0	NA	5' UTR (NM_178923, exon 1 of 20)	5' UTR (NM_178923, exon 1 of 20)	286	NM_001346799	224432	Mm.439811	NM_178923	ENSMUSG00000022983	Scaf4	AA517739|Sfrs15|Sra4|Srsf15	SR-related CTD-associated factor 4	protein-coding
1.235692098736763	chr8	122181401	122181600	+	0	NA	Intergenic	L1MB7|LINE|L1	-48774	NM_001362883	195209	Mm.102191	NM_001362883		Zfp469	Gm22	zinc finger protein 469	protein-coding
2.9370038983012914	chr9	32539401	32542600	+	0	NA	intron (NM_008026, intron 1 of 8)	CpG	452	NM_008026	14247	Mm.258908	NM_008026	ENSMUSG00000016087	Fli1	EWSR2|Fli-1|SIC-1|Sic1	Friend leukemia integration 1	protein-coding
5.056992107204029	chr17	57249201	57250600	+	0	NA	intron (NM_134125, intron 1 of 13)	intron (NM_134125, intron 1 of 13)	449	NM_134125	106628	Mm.37368	NM_134125	ENSMUSG00000019487	Trip10	AI646975|Cip4	thyroid hormone receptor interactor 10	protein-coding
4.195122877756755	chr10	85871801	85872400	+	0	NA	intron (NM_133993, intron 1 of 14)	CpG	269	NM_133993	103136	Mm.18834	NM_133993	ENSMUSG00000001785	Pwp1	2310058A11Rik|2610205J09Rik|AI098170|AL022879|AV083409|AW550690	PWP1 homolog, endonuclein	protein-coding
2.7517513036727905	chr7	132427801	132428000	+	0	NA	Intergenic	Intergenic	-110672	NM_029935	77590	Mm.213582	NM_029935	ENSMUSG00000030930	Chst15	4631426J05Rik|BRAG|GalNAc4S-6ST|GalNAcS-6ST|MAd5|mKIAA0598	carbohydrate sulfotransferase 15	protein-coding
4.293028805937086	chr5	121329401	121330800	+	0	NA	intron (NM_181421, intron 49 of 75)	(TCTG)n|Simple_repeat|Simple_repeat	55309	NM_001359947	231712	Mm.20488	NM_172275	ENSMUSG00000042726	Trafd1	1110008K06Rik|Fln29	TRAF type zinc finger domain containing 1	protein-coding
